id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
34392079,2 Kitchen and 2 Bathroom Apartment with Balcony,221539117,Eyüp,,Fatih,41.00498,28.97109,Entire home/apt,916,1,3,2019-11-24,0.19,4,364
34395807,Studio Apartment Near Osmanbey Metro Station,259652691,Mert,,Sisli,41.05179,28.98546,Entire home/apt,350,1,9,2020-09-27,0.73,5,78
34404133,Villa Banu,259717071,Banu,,Buyukcekmece,41.03507,28.50529,Entire home/apt,3850,2,3,2019-09-21,0.20,2,331
34404512,KİNG WHİTE HOUSES 3,258388818,Selim,,Beyoglu,41.0402,28.98124,Hotel room,500,1,0,,,8,180
34404950,KİNG WHİTE HOUSES 4,258388818,Selim,,Beyoglu,41.03937,28.98031,Hotel room,250,1,0,,,8,181
34405200,"Сдаю комнату недорого,  все близко находится.",259724000,Abubakir,,Beyoglu,41.03611,28.97362,Private room,150,2,0,,,1,365
34405327,KİNG WHİTE HOUSES 5,258388818,Selim,,Sisli,41.04133,28.98162,Hotel room,250,1,0,,,8,180
34405491,KİNG WHİTE HOUSES 6,258388818,Selim,,Beyoglu,41.04019,28.98167,Hotel room,500,1,0,,,8,180
34409971,ECONOMY ROOM,253434903,Juno Hotel,,Beyoglu,41.03616,28.98777,Private room,239,1,5,2020-10-06,0.31,5,178
34410142,Cihangir’de sıcacık ev :) Cozy place in Cihangir!,74870147,Cansu,,Beyoglu,41.03321,28.98161,Entire home/apt,384,1,12,2020-10-05,0.81,1,154
34411805,Elite 1 Bedroom Family Residence NEW M1,157100965,Ahmet,,Umraniye,41.0319,29.11006,Entire home/apt,347,13,2,2019-08-26,0.13,35,39
34411916,butique apart hotel inthe heart of İst Sultanahmet,4056757,M.Hakan,,Fatih,41.00226,28.97075,Hotel room,306,3,3,2019-09-30,0.20,7,283
34412477,A sweet home near to Pierre Loti,57285298,Gizem,,Gaziosmanpasa,41.05912,28.93059,Private room,289,1,0,,,1,363
34416633,Apartment with Bosphorus view next to the Galata,259803329,Murat,,Beyoglu,41.02748,28.97577,Entire home/apt,666,2,5,2019-10-12,0.31,1,89
34417243,Moda Street - Fully Furnished - Central Location,151194125,Işıl Dilay,,Kadikoy,40.98518,29.02353,Private room,85,1,5,2019-07-11,0.28,2,299
34417479,100-200 meters to taksim-karaköy,33129844,Eda,,Beyoglu,41.03209,28.98227,Private room,143,25,0,,,1,364
34418017,Family,252481388,Noor,,Basaksehir,41.065,28.77924,Entire home/apt,570,1,0,,,1,88
34418291,Zen Apartment 1,158800482,Cüneyt,,Beyoglu,41.02855,28.98,Entire home/apt,172,1,116,2020-10-19,6.82,4,355
34419332,Bright Flat with Bosphorus view in Beşiktaş,32525422,Melisa,,Besiktas,41.04379,29.00996,Entire home/apt,410,2,47,2020-10-13,2.76,5,329
34426053,"Şehir merkezi Eşsiz manzara, kız kulesi ve adalar",29283809,Eser,,Beyoglu,41.03467,28.99258,Private room,800,1,0,,,1,90
34426558,Explore History and Nightlife From a Chic Aprtment,239236207,Ali,,Beyoglu,41.03294,28.97455,Entire home/apt,260,1,27,2020-10-04,1.56,1,175
34427419,GREAT BOSPHORUS VIEW PRIVATE TERRACE/Classy FLats,254316878,Altuğ,,Beyoglu,41.03197,28.98523,Entire home/apt,517,2,41,2020-10-20,2.75,1,198
34428808,AMAZING TOWNHOUSE IN PRIME LOCATION,19744227,Cagatay,,Sariyer,41.13222,29.0506,Entire home/apt,2888,3,0,,,1,89
34428995,Style Suıt,258768201,Orkun,,Beyoglu,41.03355,28.98351,Hotel room,523,1,2,2019-06-30,0.12,1,365
34430044,ground floor - 2 bedroom apartment for 3 people,106777581,Yıldız,,Fatih,41.00315,28.97114,Entire home/apt,261,2,4,2020-10-06,1.62,6,84
34431107,İstanbul special room,223116623,Fehmi,,Kagithane,41.09145,29.00026,Private room,130,1,0,,,1,178
34431607,HISTORIC DISTRICT-BRIGHT-PANORAMA-BALCONY,252689061,Nergis,,Beyoglu,41.025,28.97731,Entire home/apt,167,6,6,2020-09-25,0.36,3,30
34432482,Room in Osmanbey,31892439,Gökçe,,Sisli,41.05107,28.98134,Private room,80,1,2,2019-08-17,0.13,2,146
34432494,Elite 1 Bedroom Family Residence NEW M4,157100965,Ahmet,,Umraniye,41.03023,29.11217,Entire home/apt,347,30,2,2020-10-06,0.25,35,137
34435810,Aileye lüx oda,259948940,Ilker,,Bayrampasa,41.03834,28.9082,Private room,350,1,0,,,1,180
34436016,7BR PRIVATE VILLA ISTANBUL POOL SAUNA,76606911,Cengiz,,Sariyer,41.197,29.013,Entire home/apt,8313,2,0,,,22,365
34436064,Cosy home in heart of Cihangir. 5 mins to center,53576411,Chino,,Beyoglu,41.03214,28.9861,Entire home/apt,282,4,13,2020-09-11,0.73,1,145
34436944,7BR BIG VILLA PRIVATE POOL ISTANBUL,76606911,Cengiz,,Esenyurt,41.08534,28.62733,Entire home/apt,8961,2,0,,,22,365
34437476,A peaceful house in Kadikoy,259960815,Emine Ceyda,,Kadikoy,40.9946,29.02781,Private room,100,1,2,2019-06-27,0.11,1,360
34442002,Close to everywhere you want to go and cheap !,259656999,Metecan,,Uskudar,41.01774,29.01527,Private room,144,1,0,,,1,363
34442075,Orman ve huzur,48048665,Serdar,,Sariyer,41.20701,29.04489,Private room,150,2,0,,,1,89
34444684,Brand-new Bright Apartment at Kadiköy market,11649765,Maartje,,Kadikoy,40.98822,29.02376,Entire home/apt,714,28,26,2019-11-18,1.58,3,330
34444880,"Studio with Terrace and a View, at Kadiköy market",11649765,Maartje,,Kadikoy,40.9883,29.02381,Entire home/apt,619,25,29,2019-12-04,1.70,3,295
34445506,NEAR AIRPORT close to havaist 5m,43997406,Cemal & Celal,,Arnavutkoy,41.1825,28.74912,Private room,100,1,40,2020-02-19,2.23,1,283
34446519,"BREATHTAKING OLDCITY VIEW, HEART OF CITY IN TAKSIM",1005412,Uğur,,Beyoglu,41.03338,28.98134,Private room,105,2,53,2020-10-26,3.11,6,0
34451096,Nice and cozy room at luxury area near seaside,10636307,Kateryna,,Kadikoy,40.97279,29.06622,Private room,100,3,0,,,2,177
34455977,Aslan Residence is located in centre of Istanbul,227792101,Aslan Residence Beyoğlu,,Beyoglu,41.03354,28.98343,Entire home/apt,238,1,3,2020-09-11,1.11,6,1
34459399,Panoramic View 180• metro loc. Entire App.,25514182,Omar,,Zeytinburnu,40.99048,28.91031,Entire home/apt,1466,3,0,,,1,90
34460881,Kuzguncukta Keyifli Ev Konforu,209873805,Behiye,,Uskudar,41.03325,29.03313,Entire home/apt,186,1,15,2020-10-08,0.91,1,363
34461273,Comfortable Nice View Apartment,260141863,Cenk,,Beyoglu,41.03399,28.98592,Entire home/apt,266,3,22,2020-10-02,1.32,3,173
34461730,Vba suiten kağıthane 1+1 delux,250440524,Vba Suites,,Kagithane,41.08269,28.9861,Entire home/apt,320,1,0,,,24,365
34461976,Cosy Home in Kuzguncuk,65328381,Halenur,,Uskudar,41.02831,29.03668,Entire home/apt,300,4,18,2020-09-27,1.13,1,160
34462009,Apartmanın otoparkı ve bahçesi vardır.,260122635,Deniz,,Eyup,41.08243,28.94116,Private room,261,2,0,,,1,364
34462445,Istanbul Loft with Bosporus view,260134348,Hidayet,,Sariyer,41.14618,29.04816,Entire home/apt,914,5,3,2019-08-24,0.19,1,115
34467071,Stylish flat in historical building,5947241,Sultan,,Beyoglu,41.03025,28.97399,Entire home/apt,428,2,0,,,2,363
34469158,Eksiksiz ev,150567518,Bahar,,Kartal,40.90841,29.21473,Entire home/apt,195,1,18,2019-12-28,1.04,1,88
34471845,Levent;Istanbul,44387517,M.Azad,,Sisli,41.0753,29.00687,Private room,97,2,1,2019-07-05,0.06,2,365
34472583,"3 Bedroom, No Climb Stairs, 150Sqm, Balcony, Centr",260214145,Ali,,Beyoglu,41.02535,28.97487,Entire home/apt,926,2,3,2019-12-07,0.18,4,245
34475459,Perfect apt With Amazing Sea View in GALATA&TAKSIM,176044518,Murat,,Beyoglu,41.02887,28.97756,Entire home/apt,885,3,8,2020-08-26,0.49,19,145
34478278,Amedeo Modigliani’s  House [Taksim-Harbiye],120193818,Shiva,,Sisli,41.04604,28.98662,Entire home/apt,174,7,10,2020-09-18,0.60,1,26
34480450,Private Bedroom in Duplex Flat,6785701,Umit,,Beyoglu,41.03521,28.97544,Private room,171,2,1,2019-08-15,0.07,1,364
34484581,Classic nice,41603840,Dilan,,Beyoglu,41.03609,28.9781,Entire home/apt,563,1,0,,,6,365
34487335,Teraslı çatı katı temiz merkezi metrobüse 3 dk,68337426,Selin,,Kagithane,41.05682,28.95842,Private room,119,1,2,2019-09-30,0.11,2,365
34488478,Spacious & Comfortable Loft in The Heart of City,5134776,Rifat,,Sisli,41.0499,28.99815,Entire home/apt,714,3,26,2020-10-08,1.62,1,176
34489128,Economic flat near Kadıköy and bağdat street,260321263,Burçak,,Kadikoy,40.98223,29.04743,Entire home/apt,250,4,7,2020-02-26,0.41,1,299
34489154,HEART OF SİSLİ WİTH JAKUZİ,69089629,Metin,,Sisli,41.06099,28.98634,Entire home/apt,436,1,16,2020-10-25,0.90,25,88
34490264,Close to Cevahir 2+1,69089629,Metin,,Sisli,41.06142,28.98778,Entire home/apt,350,1,7,2020-01-12,0.40,25,362
34491179,Safety sweet and in the city,142615734,Selim,,Esenyurt,41.03124,28.68418,Entire home/apt,253,1,1,2019-08-03,0.07,2,365
34492993,Room in stylish flat in the heart of Istanbul,5947241,Sultan,,Beyoglu,41.02874,28.97319,Private room,143,1,0,,,2,363
34493113,Centrally Located Huge Apartment in Cihangir,229986521,Innvitee,,Beyoglu,41.03286,28.98562,Entire home/apt,374,4,37,2020-10-18,2.22,8,78
34499497,Unmatched Quality With Winter Garden - Unique View,259331693,Serdar And Coşkun,,Besiktas,41.05589,29.01905,Entire home/apt,797,7,17,2020-10-01,0.96,4,334
34504502,T-one's House - Cozy Family Room in Istanbul,235606085,Jin,,Bakirkoy,40.97515,28.8037,Private room,337,1,5,2019-12-01,0.32,4,179
34510316,Yeni yaşam alaniniz.huzur ve güven dolu ortam...,260464680,Dali,,Zeytinburnu,40.99362,28.91129,Private room,80,1,2,2019-09-04,0.13,1,180
34518231,Deluxe Room,252996023,Vvr Hotel,,Sisli,41.04578,28.98591,Hotel room,1047,1,0,,,3,364
34518450,ABC TAKSIM,190613546,Dilek,,Beyoglu,41.03902,28.98286,Private room,129,1,0,,,4,0
34519033,Reha's Place,260531396,Ahmet Reha,,Pendik,40.87758,29.2528,Private room,196,1,0,,,1,178
34521674,Duplex cosy apartment with terrace in Besiktas,105174566,Ece,,Besiktas,41.05128,29.00585,Entire home/apt,270,3,2,2020-10-10,0.12,1,362
34522055,Magnificent view in the hearth of Galata Tower,258814514,Salih Buğra,,Beyoglu,41.02582,28.97263,Entire home/apt,333,1,74,2020-10-17,4.14,6,326
34524052,Büyük 1+0 Daire,245041122,Bahadır,,Sisli,41.0474,28.98548,Entire home/apt,402,1,1,2019-05-12,0.06,2,364
34524339,"Very central, cozy place with professional couple",260558922,Nadire,,Kagithane,41.08209,29.0029,Private room,80,4,1,2020-09-30,1,1,180
34530958,Minimalist 2 Bedrooms Apartment Oldcity - 1stFloor,165955991,Mehmet,,Fatih,41.00277,28.96844,Entire home/apt,209,2,0,,,9,353
34533546,2 Bedroom 4 Bed Luxury Flat in Center of Nisantasi,77575034,Melis,,Sisli,41.05427,28.98776,Entire home/apt,682,2,11,2020-01-20,0.66,7,209
34535708,Ultimate  Sterilized & Best Price Suite at Taksim,153296560,Tugce,,Beyoglu,41.03501,28.98614,Entire home/apt,279,2,48,2020-10-07,2.75,2,360
34537181,"New, modern and secure flat very close to Taksim",54392553,Céline,,Beyoglu,41.04003,28.96824,Entire home/apt,315,3,16,2020-01-16,0.90,1,327
34539681,Cosy 2+1 Flat with balcony at Central Location,24269943,Özgür,,Kadikoy,40.99483,29.03576,Entire home/apt,250,7,7,2020-07-18,0.43,2,340
34540543,"Tüm Daire teraslı, Mecidiyeköye 5dk,Beşiktaşa 15dk",70647483,Mehmet,,Sisli,41.05903,28.99692,Entire home/apt,285,1,1,2019-06-22,0.06,1,365
34540544,KADIKOY NAT1,218893603,Yusuf,,Kadikoy,41.00024,29.03144,Private room,150,1,0,,,1,365
34541403,Clean & Comfortable room in the centre of Istanbul,236971115,Ayub,,Sisli,41.07096,28.99479,Private room,94,1,5,2019-12-02,0.29,1,90
34541908,Studio apartment very close to Taksim Square.,260663300,Gül,,Beyoglu,41.03638,28.98265,Entire home/apt,571,3,0,,,1,365
34542471,Welcom,260665909,Nabel,,Basaksehir,41.09643,28.77468,Entire home/apt,500,1,1,2019-06-07,0.06,28,179
34542725,Marmara View Apartment,260668524,Marmara,,Kartal,40.88745,29.19512,Entire home/apt,2406,7,1,2019-06-13,0.06,1,365
34543189,Comforts,260665909,Nabel,,Basaksehir,41.09554,28.77327,Entire home/apt,500,1,7,2020-08-03,0.43,28,179
34543308,Metropol istanbul Outstanding Studio,191860404,Bora,,Atasehir,40.99343,29.12169,Entire home/apt,350,7,11,2020-06-30,0.64,5,365
34543672,I enjoyed it,260665909,Nabel,,Basaksehir,41.09656,28.77362,Entire home/apt,500,1,4,2020-10-15,0.27,28,179
34544179,⋆Entire Flat Next to Tram - Lift&FreeWifi,260673365,Necati,,Beyoglu,41.02645,28.97973,Entire home/apt,1602,29,10,2019-10-20,0.61,4,365
34545110,Recreation,260665909,Nabel,,Basaksehir,41.09673,28.77376,Entire home/apt,500,1,1,2020-01-01,0.10,28,179
34545389,Taksim - middle of the stiklal street,260692377,Rasoul,,Beyoglu,41.03574,28.97849,Private room,201,1,1,2019-09-07,0.07,1,363
34546945,Taksim Center Residence Twoo,260251659,Serhat,,Beyoglu,41.03927,28.97956,Hotel room,402,1,0,,,1,270
34552231,Cosy boutique apart-hotel in Sultanahmet,4056757,M.Hakan,,Fatih,41.00242,28.97133,Hotel room,428,3,8,2019-10-28,0.48,7,307
34552885,Central and cozy private room in Beşiktaş,152550279,Ayben,,Besiktas,41.04963,29.00421,Private room,285,1,0,,,1,90
34553131,Taksim Square 2 min+wifi+air conditioning+terrace,208711527,Koray,,Beyoglu,41.03209,28.98382,Private room,200,1,0,,,1,181
34554657,KİNG WHİTE HOUSES 801,258388818,Selim,,Beyoglu,41.03922,28.9806,Entire home/apt,250,1,0,,,8,365
34556741,Bomontide kiralık oda.,260763759,Arda,,Sisli,41.0553,28.98179,Private room,80,1,0,,,1,90
34557127,Room- 15 minutes to Taksim by bus,260765606,Minerva,,Fatih,41.00317,28.92816,Private room,190,1,0,,,1,181
34557511,Luxury dublex flat  in new building  in Taksim,145826466,Sevilen,,Beyoglu,41.03029,28.9803,Entire home/apt,619,4,17,2020-03-02,1.08,2,361
34557864,Historical App With The Best View Of İstanbul,255757933,Müfi&Selo,,Beyoglu,41.02697,28.97552,Entire home/apt,275,3,36,2020-10-26,2.18,1,90
34557970,⋆Entire Flat Next to Tram - Lift&FreeWifi,260673365,Necati,,Beyoglu,41.02508,28.97988,Entire home/apt,1521,29,9,2019-09-28,0.55,4,365
34557986,"Cosy Flat With Large Balcony, Free Wi-Fi",260768918,Gökhan,,Gaziosmanpasa,41.07977,28.87868,Entire home/apt,350,4,21,2020-10-10,1.18,1,33
34560634,شقة مفروشة بسعر منخفض في باشاك شهير,260767832,Ebubekir,,Basaksehir,41.10331,28.75935,Entire home/apt,407,1,1,2019-06-01,0.06,1,180
34561325,Dragossehirresidans,260785919,Dragos Sehir Residance,,Maltepe,40.91038,29.15342,Shared room,130,5,0,,,1,365
34563164,Double Private Room + Wifi + Kitchen Metro 4min/dk,48510837,Aytekin,,Sisli,41.08687,29.00558,Private room,80,3,14,2020-08-22,0.81,2,181
34563462,Kağıthane,260803264,Mustafa,,Kagithane,41.08246,28.96997,Entire home/apt,278,1,1,2019-07-12,0.06,1,363
34565606,Safety,260665909,Nabel,,Basaksehir,41.09493,28.77467,Entire home/apt,500,1,3,2020-08-13,0.17,28,179
34566980,Home sweet Home,260823741,Alperen,,Kartal,40.93063,29.21795,Private room,241,2,0,,,1,179
34567163,Sophistication,260665909,Nabel,,Basaksehir,41.0946,28.77438,Entire home/apt,350,1,3,2019-11-02,0.23,28,179
34567508,CITY VIEW ROOM,253434903,Juno Hotel,,Beyoglu,41.03461,28.98799,Private room,249,1,0,,,5,180
34568917,STANDART ROOM,253434903,Juno Hotel,,Beyoglu,41.03618,28.98663,Private room,269,1,0,,,5,180
34569139,Sweet and safe home.Aile için Güvenli ve temiz ev.,225277637,Ali,,Umraniye,41.01469,29.10981,Entire home/apt,175,3,4,2020-01-02,0.36,1,270
34569850,Room with Balcony in the hearth of Besiktas,86477051,Merve,,Besiktas,41.04975,29.00575,Private room,80,2,0,,,1,126
34570088,Butique apart hotel inthe heart of İst Sultanahmet,4056757,M.Hakan,,Fatih,41.0022,28.9717,Private room,333,3,8,2019-10-07,0.46,7,294
34572415,Secret Galata View Apartment with Balcony,18176587,Noor,,Beyoglu,41.02977,28.97961,Entire home/apt,339,1,39,2020-02-20,2.22,2,90
34572786,Cozy historical apartment in Cihangir,44678293,Jale,,Beyoglu,41.03274,28.98109,Entire home/apt,400,4,14,2020-09-16,0.80,4,358
34574624,Nature,260665909,Nabel,,Basaksehir,41.09473,28.77476,Entire home/apt,350,1,0,,,28,179
34582575,Beautiful ESENYURT APARTMENT,260935490,Tahira,,Esenyurt,41.02283,28.63357,Entire home/apt,400,1,0,,,1,180
34585979,Cosy Private Bedroom in Feneryolu,69345952,Pınar,,Kadikoy,40.98273,29.04582,Private room,122,7,0,,,1,83
34587530,Full deniz manzarali Daire,80922158,Sinan,,Besiktas,41.05383,29.02649,Entire home/apt,644,1,0,,,2,364
34587730,3 Big Room Ground Floor With Garden İn Sisli,238245787,İbrahim,,Sisli,41.06014,28.98302,Entire home/apt,402,15,0,,,9,363
34588841,Central Cosy apartment in Taxim,3376945,Şebnem,,Beyoglu,41.03182,28.97805,Entire home/apt,306,2,1,2020-01-04,0.10,3,364
34588913,"Yeldeğirmeni Kevins, Konforun tadını çıkarın!",260966308,Nurcan,,Kadikoy,40.9968,29.03083,Private room,149,1,1,2019-07-20,0.06,1,364
34590376,Privet room in Istanbul - Sisli mecidiyekoy,212952685,Mahdi,,Sisli,41.07174,28.9943,Private room,80,1,4,2019-11-27,0.24,2,0
34591044,Jevahir residence superior apartment,66327542,Ufuk,,Sisli,41.06036,28.9877,Entire home/apt,2099,1,4,2020-09-23,0.23,17,350
34595679,Paradise Garden House For Families - Free Parking,259331693,Serdar And Coşkun,,Besiktas,41.05589,29.01905,Entire home/apt,776,7,16,2020-04-17,0.97,4,334
34595691,Standart Double room with balcony and breakfast,261008756,Suzan,,Fatih,41.00288,28.97467,Entire home/apt,181,1,23,2020-08-25,1.30,7,364
34596670,family conection room with breakfast,261008756,Suzan,,Fatih,41.0043,28.97514,Entire home/apt,247,1,16,2020-07-01,0.92,7,364
34597009,Cozy- central flat in Cihangir with new decoration,2387891,Özgür,,Beyoglu,41.03243,28.98766,Entire home/apt,571,5,2,2019-09-10,0.12,1,31
34597318,Boğaz Manzaralı,44421180,Mina,,Beykoz,41.08338,29.06887,Shared room,200,10,0,,,1,365
34597676,family apartment for 4 person with breakfast,261008756,Suzan,,Fatih,41.0036,28.97584,Entire home/apt,285,1,3,2019-10-20,0.19,7,364
34598828,Furnished flat in down town Akdeniz Fatih istanbul,4056757,M.Hakan,,Fatih,41.01752,28.94607,Entire home/apt,428,7,1,2019-08-17,0.07,7,365
34599555,"Centrally-located, furnished private apartment",21908534,Taşkın Baran,,Atasehir,40.99247,29.08448,Entire home/apt,219,2,26,2020-10-03,1.49,1,112
34603696,no hesitation,260665909,Nabel,,Basaksehir,41.0967,28.77306,Entire home/apt,350,1,0,,,28,179
34603761,Best,260665909,Nabel,,Basaksehir,41.09524,28.77478,Entire home/apt,500,1,1,2019-10-07,0.08,28,179
34603825,Consistency,260665909,Nabel,,Basaksehir,41.09545,28.77453,Entire home/apt,350,1,0,,,28,179
34603916,Nature,260665909,Nabel,,Basaksehir,41.09666,28.77419,Entire home/apt,350,7,8,2020-01-12,0.61,28,179
34603964,Charming nature,260665909,Nabel,,Basaksehir,41.09685,28.77299,Entire home/apt,350,1,5,2020-02-09,0.30,28,179
34604218,Good,260665909,Nabel,,Basaksehir,41.09475,28.77484,Entire home/apt,350,1,0,,,28,179
34604293,Nice,260665909,Nabel,,Basaksehir,41.09647,28.7731,Entire home/apt,500,7,0,,,28,179
34604361,Special,260665909,Nabel,,Basaksehir,41.09464,28.77327,Entire home/apt,500,1,0,,,28,365
34604464,İnistanbul 4+1,260665909,Nabel,,Zeytinburnu,41.02534,28.90058,Entire home/apt,700,30,2,2020-01-01,0.15,28,179
34604548,İnistanbul (2) 2+1,260665909,Nabel,,Zeytinburnu,41.02545,28.90095,Entire home/apt,800,15,5,2019-12-31,0.39,28,179
34608153,Stylish and quiet appartement in Istanbul center,261107096,Jean,,Beyoglu,41.036,28.98501,Entire home/apt,700,3,6,2019-10-10,0.34,1,89
34608670,BOMONTİ COSY & CENTRAL FLAT,1813721,Sebnem,,Sisli,41.05583,28.98184,Entire home/apt,428,7,1,2019-06-17,0.06,2,362
34608786,Cosy 85m2 apartment in the heart of town,143871028,Cenk,,Besiktas,41.04801,28.99759,Entire home/apt,402,1,1,2020-01-01,0.10,1,178
34611433,Moda Street ~ Fully furnished ~ Room with balcony,151194125,Işıl Dilay,,Kadikoy,40.98417,29.02314,Private room,110,1,4,2019-07-13,0.23,2,331
34612332,Sunshine room in centeral location,92254476,Onur,,Kadikoy,40.9907,29.02614,Private room,86,30,0,,,1,365
34613353,A cozy flat in the heart of the City,261136240,Emre,,Beyoglu,41.02933,28.97724,Shared room,143,1,0,,,1,362
34614843,economic double room with breakfast,261008756,Suzan,,Fatih,41.00223,28.97451,Private room,154,1,17,2020-07-30,1.06,7,365
34617527,"View,manzara,comfort ,amazing",247991929,Duygu,,Besiktas,41.05472,29.02795,Private room,130,1,1,2019-07-21,0.06,1,83
34619268,DOĞANCI (between lefka and güzelyurt) TRADİTİONAL.,261174071,Önay,,Atasehir,40.99353,29.09557,Entire home/apt,193,1,0,,,1,178
34622649,BEST LOCATION! 5BD-3BA (2 units) w/ Garden by AYA,272396293,Aya Property,,Beyoglu,41.03061,28.97952,Entire home/apt,2651,3,14,2020-10-04,0.83,19,342
34624301,"Near the metro, central location near the airport",261207492,Pınar,,Kartal,40.91818,29.18866,Private room,100,1,5,2019-08-19,0.28,1,179
34624482,Istanbul. Beşiktaş.Biçar Hotel. 106-ODA,257751432,Salih,,Besiktas,41.04408,29.00264,Private room,325,1,0,,,3,89
34626254,small and cozy studio in beşiktaş,196011056,Çağan,,Sisli,41.05031,28.99884,Entire home/apt,183,1,50,2020-10-02,2.95,1,55
34627243,Blue Mosque and Hagia Sophia Area Sultanahmet,129903804,Nur,,Fatih,41.00833,28.97223,Entire home/apt,315,1,57,2020-10-24,3.35,2,149
34635252,Forever :),261168419,Melih,,Esenyurt,41.02581,28.65821,Shared room,200,1,0,,,1,365
34635490,"Bright, Comfortable House in Central İstanbul",261300875,Mavi,,Beyoglu,41.03185,28.97929,Entire home/apt,200,1,9,2019-10-15,0.54,1,8
34639144,Amiraliens,244067448,Amirali,,Sisli,41.04501,28.98326,Shared room,161,1,0,,,1,363
34642642,"central and handy, yeldeğirmeni",197769934,Ece,,Kadikoy,40.99296,29.0278,Entire home/apt,189,5,1,2020-09-09,0.61,1,128
34642770,Into the wild,260180276,Chris,,Kadikoy,40.99695,29.02947,Private room,190,1,0,,,1,90
34643484,Private room w/gym+swimming pool+hamam+sauna,79610856,Buğra,,Atasehir,40.99228,29.08488,Private room,204,1,0,,,1,361
34644417,"Taksim, Cihangir,renovated flat,gr8 view,5th FL#20",20080579,Eddie,,Beyoglu,41.03288,28.98274,Entire home/apt,171,3,35,2020-10-11,1.98,20,156
34644787,2 Bedroom and 1 Living Room Apartment in Capa,106608564,Gulsen,,Fatih,41.01734,28.93105,Entire home/apt,238,3,1,2019-06-18,0.06,1,362
34645490,Central Istanbul Mini Lovely Flat,112364673,Erim,,Kagithane,41.06711,28.9748,Entire home/apt,322,1,0,,,1,209
34647884,Hi Guys & Gals! Kadıköy  (1250 tl bills included),55081076,Mursel,,Kadikoy,40.99402,29.0249,Private room,80,1,0,,,1,180
34648471,AĞVA VİLLA 🏡 (MÜSTAKİL SİNGLE BUNGALOV VİLLA),218263044,Eren,,Sile,41.12509,29.85984,Entire home/apt,700,1,2,2020-03-06,0.16,3,362
34649832,Besiktas Room & Breakfast,261317628,Mee,,Besiktas,41.04847,29.00633,Hotel room,461,1,0,,,3,365
34650284,My House Residence,260693555,Ebrahem,,Basaksehir,41.09428,28.77314,Entire home/apt,815,7,0,,,1,180
34650434,Ulaşım kolay metro ve metrobüse yürüyüş mesafesi,261410432,Mehmet,,Bahcelievler,40.99686,28.83611,Private room,106,3,0,,,1,362
34651818,"Bosphorus view Cosy Aprtment at Center,main street",261423157,Can,,Besiktas,41.04251,29.00671,Entire home/apt,371,3,14,2020-09-19,0.83,1,255
34652409,Timor host,254128465,Talal,,Beyoglu,41.03527,28.97392,Entire home/apt,161,2,7,2020-01-01,0.44,1,365
34656909,Kendi eviniz gibi hissedin,261413675,Büşra,,Kartal,40.90832,29.19887,Private room,163,1,1,2019-08-01,0.07,1,180
34659351,Çatı katında teraslı keyifli sessiz bir daire,68337426,Selin,,Kagithane,41.05561,28.95799,Entire home/apt,201,1,2,2019-08-13,0.13,2,364
34659912,Ekonomik Odalar,255248888,Soner,,Avcilar,41.00848,28.70494,Hotel room,141,1,0,,,5,180
34664477,ALAA ALDEN HOTEL,261491200,Alaa Aldeen,,Sisli,41.04459,28.98257,Entire home/apt,644,1,0,,,1,365
34664871,Taksim square 10 minutes,261512843,Sinan,,Sisli,41.04832,28.98521,Private room,97,1,0,,,1,89
34665035,Balcony with Bosphorus view great spot!,5239511,Yaprak,,Beyoglu,41.03275,28.9841,Entire home/apt,261,5,2,2020-08-31,0.67,1,361
34665539,"2 Bedrooms apartment , Best Location at old city",51888008,Zeynel,,Fatih,41.00563,28.97352,Entire home/apt,398,1,4,2019-11-10,0.23,5,365
34667554,Busemiiiğ home,261527483,Buse,,Sisli,41.05573,28.98364,Private room,381,1,0,,,1,89
34668042,Glamorous Bosphorus View - Hidden Gem For Families,259331693,Serdar And Coşkun,,Besiktas,41.05549,29.02005,Entire home/apt,761,7,10,2020-09-04,0.67,4,203
34671501,Cosy FULL HOUSE  Central terrace Istanbul Cihangir,15116844,Zeynep,,Beyoglu,41.02974,28.98239,Entire home/apt,282,5,6,2020-01-06,0.39,2,141
34678111,Cozy Apartment in the city center,105269199,Merve,,Sisli,41.05633,28.98758,Entire home/apt,300,5,2,2019-08-14,0.13,1,363
34679277,Historical De Luxe ROOM - 102,261591599,Serdar,,Beyoglu,41.03542,28.97654,Private room,237,1,9,2020-03-07,0.65,1,180
34679285,"Shared, only ladies",109456845,Adem,,Sisli,41.05428,28.98539,Private room,190,1,1,2019-06-08,0.06,1,180
34680148,A flat with full equipment and perfect location,261609029,Mehmet,,Fatih,41.01902,28.93277,Entire home/apt,150,3,25,2020-03-15,1.51,1,54
34681537,Room in family flat close to metro station,53812478,Seda,,Sisli,41.04846,28.97939,Private room,120,1,0,,,2,270
34682703,İstanbul Explorer House,52012972,Özkan,,Besiktas,41.04583,29.00547,Entire home/apt,333,2,17,2019-11-02,1.00,1,175
34683758,Home sweet home,225532126,Ibrahim,,Beyoglu,41.03308,28.98353,Private room,175,1,1,2019-05-16,0.06,2,364
